台风起始时间,台风结束时间,当前台风时间,经度,纬度,台风强度,台风等级,风速,气压,移动方向,移动速度,台风持续时间,省份,月份,台风类别,当前时间_小时,当前时间_月份,持续时间_天,已持续时间_天
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-08 08:00:00,140.6,9.1,14,12,35,970,3403,12,8.25,0,4,其他A,8,4,8.25,0.0
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-08 14:00:00,139.8,8.8,14,13,40,960,3403,15,8.25,0,4,其他A,14,4,8.25,0.25
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-09 08:00:00,138.0,9.1,314,14,45,950,3403,12,8.25,0,4,其他B,8,4,8.25,1.0
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-09 14:00:00,137.2,9.5,314,14,45,950,3403,15,8.25,0,4,其他B,14,4,8.25,1.25
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-09 20:00:00,136.5,9.8,314,15,50,940,3403,13,8.25,0,4,其他B,20,4,8.25,1.5
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-10 02:00:00,135.8,10.2,314,15,50,940,3403,13,8.25,0,4,其他B,2,4,8.25,1.75
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-10 08:00:00,135.2,10.8,314,15,50,940,34,15,8.25,0,4,其他B,8,4,8.25,2.0
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-10 14:00:00,134.4,11.3,314,15,50,940,34,15,8.25,0,4,其他B,14,4,8.25,2.25
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-10 20:00:00,133.6,11.8,314,15,50,940,34,16,8.25,0,4,其他B,20,4,8.25,2.5
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-11 02:00:00,132.9,12.5,314,15,50,940,34,14,8.25,0,4,其他B,2,4,8.25,2.75
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-11 08:00:00,132.4,13.2,314,14,45,950,34,13,8.25,0,4,其他B,8,4,8.25,3.0
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-11 14:00:00,131.6,13.5,314,14,45,950,34,15,8.25,0,4,其他B,14,4,8.25,3.25
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-11 20:00:00,131.3,14.1,314,14,45,950,3404,13,8.25,0,4,其他B,20,4,8.25,3.5
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-12 02:00:00,131.2,14.8,314,14,45,950,4,13,8.25,0,4,其他B,2,4,8.25,3.75
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-12 08:00:00,131.0,15.5,314,14,45,950,4,13,8.25,0,4,其他B,8,4,8.25,4.0
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-12 14:00:00,130.9,15.6,314,14,45,950,4,14,8.25,0,4,其他B,14,4,8.25,4.25
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-12 20:00:00,131.0,16.1,314,14,45,950,1404,15,8.25,0,4,其他B,20,4,8.25,4.5
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-13 02:00:00,131.2,16.8,314,14,45,950,1404,15,8.25,0,4,其他B,2,4,8.25,4.75
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-13 08:00:00,131.6,17.2,314,14,45,950,14,16,8.25,0,4,其他B,8,4,8.25,5.0
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-13 14:00:00,132.0,17.8,314,14,45,950,14,19,8.25,0,4,其他B,14,4,8.25,5.25
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-13 20:00:00,132.5,18.6,314,14,45,950,14,22,8.25,0,4,其他B,20,4,8.25,5.5
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-14 02:00:00,133.1,19.5,314,14,45,950,14,25,8.25,0,4,其他B,2,4,8.25,5.75
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-14 08:00:00,133.9,20.4,314,14,45,950,14,27,8.25,0,4,其他B,8,4,8.25,6.0
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-14 14:00:00,134.9,21.4,14,13,40,960,14,27,8.25,0,4,其他A,14,4,8.25,6.25
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-14 20:00:00,136.3,22.2,14,13,40,960,14,40,8.25,0,4,其他A,20,4,8.25,6.5
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-15 02:00:00,138.0,23.2,14,12,35,970,14,39,8.25,0,4,其他A,2,4,8.25,6.75
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-15 08:00:00,138.9,24.0,14,12,33,975,14,36,8.25,0,4,其他A,8,4,8.25,7.0
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-15 14:00:00,141.0,24.4,313,10,28,980,1401,42,8.25,0,4,其他C,14,4,8.25,7.25
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-15 20:00:00,143.5,25.5,313,10,28,980,1401,40,8.25,0,4,其他C,20,4,8.25,7.5
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-16 02:00:00,145.6,26.3,313,10,25,985,1401,44,8.25,0,4,其他C,2,4,8.25,7.75
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-16 08:00:00,148.2,27.7,313,10,25,985,1401,60,8.25,0,4,其他C,8,4,8.25,8.0
2004-04-08 08:00:00,2004-04-16 14:00:00,2004-04-16 14:00:00,150.7,28.5,13,8,20,990,1401,59,8.25,0,4,其他D,14,4,8.25,8.25
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-16 14:00:00,126.4,11.9,314,14,45,950,34,20,5.0,0,5,其他B,14,5,5.0,0.0
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-16 20:00:00,125.6,12.6,314,15,50,940,34,19,5.0,0,5,其他B,20,5,5.0,0.25
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-17 02:00:00,124.8,13.5,314,15,50,940,34,17,5.0,0,5,其他B,2,5,5.0,0.5
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-17 08:00:00,124.2,14.1,314,15,50,945,34,17,5.0,0,5,其他B,8,5,5.0,0.75
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-17 14:00:00,123.7,14.6,314,15,50,940,3404,17,5.0,0,5,其他B,14,5,5.0,1.0
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-17 20:00:00,123.6,15.2,314,15,50,940,3404,17,5.0,0,5,其他B,20,5,5.0,1.25
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-18 02:00:00,123.5,16.1,314,15,50,945,4,17,5.0,0,5,其他B,2,5,5.0,1.5
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-18 05:00:00,123.4,16.7,314,15,50,945,3404,18,5.0,0,5,其他B,5,5,5.0,1.625
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-18 08:00:00,123.5,16.9,314,15,50,940,4,23,5.0,0,5,其他B,8,5,5.0,1.75
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-18 14:00:00,123.5,17.5,314,16,55,930,4,21,5.0,0,5,其他B,14,5,5.0,2.0
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-18 20:00:00,123.9,18.2,314,16,55,930,1404,24,5.0,0,5,其他B,20,5,5.0,2.25
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-19 02:00:00,124.4,19.2,314,15,50,945,1404,24,5.0,0,5,其他B,2,5,5.0,2.5
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-19 05:00:00,124.6,19.8,314,15,50,945,1404,27,5.0,0,5,其他B,5,5,5.0,2.625
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-19 08:00:00,125.2,20.0,314,15,50,940,14,31,5.0,0,5,其他B,8,5,5.0,2.75
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-20 20:00:00,137.4,28.5,14,12,35,965,14,62,5.0,0,5,其他A,20,5,5.0,4.25
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-21 02:00:00,140.5,31.5,313,11,30,975,14,59,5.0,0,5,其他C,2,5,5.0,4.5
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-21 08:00:00,143.0,34.3,313,10,25,985,14,54,5.0,0,5,其他C,8,5,5.0,4.75
2004-05-16 14:00:00,2004-05-21 14:00:00,2004-05-21 14:00:00,145.8,37.3,313,10,25,985,14,48,5.0,0,5,其他C,14,5,5.0,5.0
2004-05-18 14:00:00,2004-05-21 14:00:00,2004-05-18 14:00:00,137.6,8.9,13,8,18,996,34,13,3.0,0,5,其他D,14,5,3.0,0.0
2004-05-18 14:00:00,2004-05-21 14:00:00,2004-05-18 20:00:00,136.2,9.5,13,8,18,996,34,17,3.0,0,5,其他D,20,5,3.0,0.25
2004-05-18 14:00:00,2004-05-21 14:00:00,2004-05-19 02:00:00,135.5,9.8,13,8,20,995,3403,16,3.0,0,5,其他D,2,5,3.0,0.5
2004-05-18 14:00:00,2004-05-21 14:00:00,2004-05-20 14:00:00,133.6,13.5,13,8,20,995,1404,20,3.0,0,5,其他D,14,5,3.0,2.0
2004-05-18 14:00:00,2004-05-21 14:00:00,2004-05-20 20:00:00,133.9,14.3,13,8,20,995,1401,21,3.0,0,5,其他D,20,5,3.0,2.25
2004-05-18 14:00:00,2004-05-21 14:00:00,2004-05-21 02:00:00,133.8,14.5,13,8,20,995,4,20,3.0,0,5,其他D,2,5,3.0,2.5
2004-05-18 14:00:00,2004-05-21 14:00:00,2004-05-21 08:00:00,134.4,16.4,13,8,20,995,1404,22,3.0,0,5,其他D,8,5,3.0,2.75
2004-05-18 14:00:00,2004-05-21 14:00:00,2004-05-21 14:00:00,134.6,17.3,13,8,18,998,1404,20,3.0,0,5,其他D,14,5,3.0,3.0
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-06 14:00:00,118.3,15.4,13,8,18,998,1404,7,5.0,0,6,夏台风D,14,6,5.0,0.0
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-06 17:00:00,118.3,15.7,13,8,18,998,1404,7,5.0,0,6,夏台风D,17,6,5.0,0.125
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-06 20:00:00,118.3,16.1,13,9,23,990,4,9,5.0,0,6,夏台风D,20,6,5.0,0.25
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-07 05:00:00,118.7,16.6,13,9,23,990,1404,11,5.0,0,6,夏台风D,5,6,5.0,0.625
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-07 08:00:00,118.9,16.7,13,9,23,990,1404,13,5.0,0,6,夏台风D,8,6,5.0,0.75
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-07 14:00:00,119.0,16.8,13,9,23,990,1404,12,5.0,0,6,夏台风D,14,6,5.0,1.0
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-07 17:00:00,119.0,16.9,313,10,25,985,1404,10,5.0,0,6,夏台风C,17,6,5.0,1.125
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-07 20:00:00,119.1,17.1,313,10,25,985,1404,9,5.0,0,6,夏台风C,20,6,5.0,1.25
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-08 05:00:00,119.2,18.3,313,10,28,980,1404,9,5.0,0,6,夏台风C,5,6,5.0,1.625
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-08 08:00:00,119.3,18.5,313,11,30,980,1404,9,5.0,0,6,夏台风C,8,6,5.0,1.75
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-08 14:00:00,119.6,19.3,313,11,30,980,1404,10,5.0,0,6,夏台风C,14,6,5.0,2.0
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-08 17:00:00,119.7,19.7,14,12,35,970,1404,9,5.0,0,6,夏台风A,17,6,5.0,2.125
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-08 20:00:00,120.0,19.8,14,12,35,970,1404,10,5.0,0,6,夏台风A,20,6,5.0,2.25
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-09 02:00:00,120.6,20.5,14,13,38,965,1404,14,5.0,0,6,夏台风A,2,6,5.0,2.5
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-09 05:00:00,120.9,20.9,14,13,38,965,1404,15,5.0,0,6,夏台风A,5,6,5.0,2.625
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-09 08:00:00,121.4,21.1,14,13,38,965,1404,15,5.0,0,6,夏台风A,8,6,5.0,2.75
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-09 14:00:00,122.5,22.3,14,13,38,965,14,14,5.0,0,6,夏台风A,14,6,5.0,3.0
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-09 17:00:00,123.1,23.0,14,12,35,970,14,19,5.0,0,6,夏台风A,17,6,5.0,3.125
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-09 20:00:00,123.8,23.7,14,12,33,970,14,26,5.0,0,6,夏台风A,20,6,5.0,3.25
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-10 08:00:00,126.2,25.9,14,13,40,960,14,28,5.0,0,6,夏台风A,8,6,5.0,3.75
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-10 14:00:00,127.4,27.0,14,12,35,970,14,28,5.0,0,6,夏台风A,14,6,5.0,4.0
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-10 17:00:00,128.3,27.8,14,12,33,975,14,33,5.0,0,6,夏台风A,17,6,5.0,4.125
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-10 20:00:00,128.9,28.4,313,11,30,980,14,56,5.0,0,6,夏台风C,20,6,5.0,4.25
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-11 02:00:00,130.5,29.6,313,11,30,980,14,58,5.0,0,6,夏台风C,2,6,5.0,4.5
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-11 05:00:00,131.6,30.4,313,10,28,985,14,57,5.0,0,6,夏台风C,5,6,5.0,4.625
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-11 08:00:00,131.8,31.0,13,9,23,990,14,39,5.0,0,6,夏台风D,8,6,5.0,4.75
2004-06-06 14:00:00,2004-06-11 14:00:00,2004-06-11 14:00:00,133.8,33.1,13,8,20,992,14,51,5.0,0,6,夏台风D,14,6,5.0,5.0
2004-06-11 02:00:00,2004-06-13 20:00:00,2004-06-11 02:00:00,117.4,11.9,13,8,18,998,34,17,2.75,0,6,夏台风D,2,6,2.75,0.0
2004-06-11 02:00:00,2004-06-13 20:00:00,2004-06-11 08:00:00,116.2,12.4,13,8,20,995,34,17,2.75,0,6,夏台风D,8,6,2.75,0.25
2004-06-11 02:00:00,2004-06-13 20:00:00,2004-06-11 14:00:00,115.2,12.9,13,8,20,995,3403,19,2.75,0,6,夏台风D,14,6,2.75,0.5
2004-06-11 02:00:00,2004-06-13 20:00:00,2004-06-11 20:00:00,114.2,13.2,13,8,20,995,3403,17,2.75,0,6,夏台风D,20,6,2.75,0.75
2004-06-11 02:00:00,2004-06-13 20:00:00,2004-06-12 02:00:00,113.1,13.8,13,8,20,995,34,17,2.75,0,6,夏台风D,2,6,2.75,1.0
2004-06-11 02:00:00,2004-06-13 20:00:00,2004-06-12 08:00:00,111.6,14.0,13,9,23,990,3403,17,2.75,0,6,夏台风D,8,6,2.75,1.25
2004-06-11 02:00:00,2004-06-13 20:00:00,2004-06-12 14:00:00,110.4,14.0,313,11,30,980,3403,19,2.75,0,6,夏台风C,14,6,2.75,1.5
2004-06-11 02:00:00,2004-06-13 20:00:00,2004-06-12 20:00:00,108.5,13.9,313,11,30,980,3403,18,2.75,0,6,夏台风C,20,6,2.75,1.75
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-13 20:00:00,136.0,9.5,13,8,18,998,3404,11,8.0,0,6,夏台风D,20,6,8.0,0.0
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-14 02:00:00,136.3,9.0,13,9,23,990,1201,8,8.0,0,6,夏台风D,2,6,8.0,0.25
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-14 08:00:00,136.6,9.0,13,9,23,990,3404,12,8.0,0,6,夏台风D,8,6,8.0,0.5
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-14 14:00:00,136.7,9.6,313,10,25,985,3404,14,8.0,0,6,夏台风C,14,6,8.0,0.75
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-14 20:00:00,137.1,9.9,313,11,30,980,3404,13,8.0,0,6,夏台风C,20,6,8.0,1.0
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-15 02:00:00,137.8,10.2,14,12,33,975,3404,11,8.0,0,6,夏台风A,2,6,8.0,1.25
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-15 08:00:00,137.5,11.2,14,12,33,975,3404,17,8.0,0,6,夏台风A,8,6,8.0,1.5
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-15 14:00:00,137.2,11.9,14,13,40,965,3404,16,8.0,0,6,夏台风A,14,6,8.0,1.75
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-15 20:00:00,136.8,12.8,314,15,50,940,3404,17,8.0,0,6,夏台风B,20,6,8.0,2.0
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-16 02:00:00,136.8,13.5,314,16,55,935,3404,17,8.0,0,6,夏台风B,2,6,8.0,2.25
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-16 08:00:00,136.5,14.3,314,17,60,920,3404,16,8.0,0,6,夏台风B,8,6,8.0,2.5
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-16 14:00:00,135.9,15.1,314,17,60,920,3404,15,8.0,0,6,夏台风B,14,6,8.0,2.75
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-16 20:00:00,135.5,15.5,314,17,60,920,3404,16,8.0,0,6,夏台风B,20,6,8.0,3.0
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-17 02:00:00,135.1,16.5,314,17,60,920,3404,17,8.0,0,6,夏台风B,2,6,8.0,3.25
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-17 08:00:00,134.3,17.0,314,17,65,910,34,17,8.0,0,6,夏台风B,8,6,8.0,3.5
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-17 14:00:00,133.6,17.4,314,17,65,910,34,16,8.0,0,6,夏台风B,14,6,8.0,3.75
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-17 20:00:00,132.9,17.6,314,17,65,910,34,17,8.0,0,6,夏台风B,20,6,8.0,4.0
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-18 02:00:00,132.0,17.9,314,17,60,920,34,17,8.0,0,6,夏台风B,2,6,8.0,4.25
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-18 08:00:00,131.6,18.4,314,16,55,930,34,13,8.0,0,6,夏台风B,8,6,8.0,4.5
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-18 14:00:00,131.1,19.3,314,16,55,930,3404,13,8.0,0,6,夏台风B,14,6,8.0,4.75
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-18 20:00:00,130.2,20.2,314,16,55,930,3404,16,8.0,0,6,夏台风B,20,6,8.0,5.0
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-19 02:00:00,129.7,21.2,314,15,50,940,3404,16,8.0,0,6,夏台风B,2,6,8.0,5.25
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-19 05:00:00,129.5,21.8,314,15,50,940,3404,16,8.0,0,6,夏台风B,5,6,8.0,5.375
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-19 08:00:00,129.5,22.2,314,15,50,940,3404,18,8.0,0,6,夏台风B,8,6,8.0,5.5
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-19 14:00:00,129.0,23.3,314,15,50,940,3404,17,8.0,0,6,夏台风B,14,6,8.0,5.75
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-19 17:00:00,129.0,23.8,314,15,50,940,4,20,8.0,0,6,夏台风B,17,6,8.0,5.875
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-19 20:00:00,129.1,24.4,314,15,50,940,1404,20,8.0,0,6,夏台风B,20,6,8.0,6.0
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-20 02:00:00,129.3,25.6,314,14,45,950,4,23,8.0,0,6,夏台风B,2,6,8.0,6.25
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-20 05:00:00,129.5,26.2,314,14,45,950,1404,23,8.0,0,6,夏台风B,5,6,8.0,6.375
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-20 08:00:00,129.8,26.9,314,14,45,950,1404,36,8.0,0,6,夏台风B,8,6,8.0,6.5
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-20 20:00:00,131.2,29.4,14,12,33,970,1404,38,8.0,0,6,夏台风A,20,6,8.0,7.0
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-21 02:00:00,132.2,30.9,313,11,30,975,1404,43,8.0,0,6,夏台风C,2,6,8.0,7.25
2004-06-13 20:00:00,2004-06-21 20:00:00,2004-06-21 08:00:00,133.9,33.0,313,11,30,975,1404,56,8.0,0,6,夏台风C,8,6,8.0,7.5
2004-06-23 14:00:00,2004-07-03 05:00:00,2004-06-29 14:00:00,123.5,18.9,314,15,50,940,343,8,9.625,0,6,夏台风B,14,6,9.625,6.0
2004-06-23 14:00:00,2004-07-03 05:00:00,2004-06-29 17:00:00,123.2,18.9,314,15,50,940,3403,10,9.625,0,6,夏台风B,17,6,9.625,6.125
2004-06-23 14:00:00,2004-07-03 05:00:00,2004-06-29 20:00:00,123.0,18.9,314,15,50,940,3403,10,9.625,0,6,夏台风B,20,6,9.625,6.25
2004-06-23 14:00:00,2004-07-03 05:00:00,2004-06-30 02:00:00,122.6,19.0,314,14,45,945,3,10,9.625,0,6,夏台风B,2,6,9.625,6.5
2004-06-23 14:00:00,2004-07-03 05:00:00,2004-06-30 05:00:00,122.4,19.0,314,15,50,940,3403,10,9.625,0,6,夏台风B,5,6,9.625,6.625
2004-06-23 14:00:00,2004-07-03 05:00:00,2004-06-30 08:00:00,122.3,19.1,314,14,45,945,34,8,9.625,0,6,夏台风B,8,6,9.625,6.75
2004-06-23 14:00:00,2004-07-03 05:00:00,2004-07-01 17:00:00,121.7,22.7,313,11,30,980,3404,15,9.625,0,6,夏台风C,17,7,9.625,8.125
2004-06-26 08:00:00,2004-07-02 08:00:00,2004-06-29 14:00:00,143.2,19.8,14,12,33,975,443,19,6.000000000000001,0,6,夏台风A,14,6,6.0,3.25
2004-07-14 08:00:00,2004-07-16 20:00:00,2004-07-14 08:00:00,124.8,20.8,13,8,18,998,34,15,2.5,0,7,夏台风D,8,7,2.5,0.0
2004-07-14 08:00:00,2004-07-16 20:00:00,2004-07-14 19:00:00,121.8,20.9,13,8,20,995,3403,20,2.5,0,7,夏台风D,19,7,2.5,0.4583333333333333
2004-07-14 08:00:00,2004-07-16 20:00:00,2004-07-14 22:00:00,121.3,20.9,13,8,20,995,3403,20,2.5,0,7,夏台风D,22,7,2.5,0.5833333333333334
2004-07-14 08:00:00,2004-07-16 20:00:00,2004-07-15 08:00:00,118.9,19.9,13,9,23,990,3,22,2.5,0,7,夏台风D,8,7,2.5,1.0
2004-07-14 08:00:00,2004-07-16 20:00:00,2004-07-15 11:00:00,118.6,20.0,13,9,23,990,3,20,2.5,0,7,夏台风D,11,7,2.5,1.125
2004-07-14 08:00:00,2004-07-16 20:00:00,2004-07-15 14:00:00,118.0,20.0,13,9,23,990,3,20,2.5,0,7,夏台风D,14,7,2.5,1.25
2004-07-14 08:00:00,2004-07-16 20:00:00,2004-07-15 17:00:00,117.4,20.0,13,9,23,990,3,19,2.5,0,7,夏台风D,17,7,2.5,1.375
2004-07-14 08:00:00,2004-07-16 20:00:00,2004-07-15 20:00:00,117.0,20.2,13,9,23,990,3403,20,2.5,0,7,夏台风D,20,7,2.5,1.5
2004-07-14 08:00:00,2004-07-16 20:00:00,2004-07-16 02:00:00,116.0,21.2,13,9,23,990,3403,20,2.5,0,7,夏台风D,2,7,2.5,1.75
2004-07-14 08:00:00,2004-07-16 20:00:00,2004-07-16 05:00:00,115.5,21.5,13,9,23,990,34,21,2.5,0,7,夏台风D,5,7,2.5,1.875
2004-07-14 08:00:00,2004-07-16 20:00:00,2004-07-16 08:00:00,115.1,21.8,13,9,23,990,3403,21,2.5,0,7,夏台风D,8,7,2.5,2.0
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-26 20:00:00,147.1,26.0,314,14,45,950,34,17,6.25,0,7,夏台风B,20,7,6.25,1.0
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-27 02:00:00,146.6,27.0,314,15,50,945,34,18,6.25,0,7,夏台风B,2,7,6.25,1.25
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-27 08:00:00,146.1,27.7,314,15,50,945,34,18,6.25,0,7,夏台风B,8,7,6.25,1.5
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-27 20:00:00,144.5,29.7,314,14,45,950,34,17,6.25,0,7,夏台风B,20,7,6.25,2.0
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-28 02:00:00,143.9,30.4,14,13,40,960,34,16,6.25,0,7,夏台风A,2,7,6.25,2.25
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-28 14:00:00,141.6,31.3,14,13,40,960,3403,15,6.25,0,7,夏台风A,14,7,6.25,2.75
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-29 02:00:00,140.3,31.5,14,13,40,960,3403,16,6.25,0,7,夏台风A,2,7,6.25,3.25
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-29 08:00:00,139.8,31.5,14,13,40,960,3,14,6.25,0,7,夏台风A,8,7,6.25,3.5
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-29 14:00:00,139.3,31.5,14,13,40,960,3,12,6.25,0,7,夏台风A,14,7,6.25,3.75
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-29 20:00:00,138.8,31.5,14,13,40,960,3,13,6.25,0,7,夏台风A,20,7,6.25,4.0
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-30 02:00:00,138.5,31.3,14,13,40,960,3,12,6.25,0,7,夏台风A,2,7,6.25,4.25
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-30 08:00:00,138.0,31.5,14,13,38,965,3,11,6.25,0,7,夏台风A,8,7,6.25,4.5
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-30 14:00:00,136.8,31.9,14,12,35,970,3403,14,6.25,0,7,夏台风A,14,7,6.25,4.75
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-30 20:00:00,136.0,31.9,14,12,35,970,3403,15,6.25,0,7,夏台风A,20,7,6.25,5.0
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-31 02:00:00,135.4,32.1,313,11,30,975,3403,15,6.25,0,7,夏台风C,2,7,6.25,5.25
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-31 08:00:00,134.6,32.3,313,11,30,975,3403,15,6.25,0,7,夏台风C,8,7,6.25,5.5
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-31 14:00:00,133.4,32.9,313,11,30,980,34,16,6.25,0,7,夏台风C,14,7,6.25,5.75
2004-07-25 20:00:00,2004-08-01 02:00:00,2004-07-31 20:00:00,132.3,34.0,313,10,25,985,34,23,6.25,0,7,夏台风C,20,7,6.25,6.0
