台风起始时间,台风结束时间,当前台风时间,经度,纬度,台风强度,台风等级,风速,气压,移动方向,移动速度,台风持续时间,省份,月份,台风类别,当前时间_小时,当前时间_月份,持续时间_天,已持续时间_天
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-21 23:00:00,112.4,19.5,14,12,33,975,43,15,4.0,0,7,夏台风A,23,7,4.0,2.25
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 00:00:00,112.4,19.6,14,12,33,975,43,15,4.0,0,7,夏台风A,0,7,4.0,2.2916666666666665
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 01:00:00,112.3,19.8,14,12,33,975,43,15,4.0,0,7,夏台风A,1,7,4.0,2.3333333333333335
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 02:00:00,112.0,19.9,14,12,33,975,343,20,4.0,0,7,夏台风A,2,7,4.0,2.375
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 03:00:00,111.9,20.0,14,12,33,975,343,20,4.0,0,7,夏台风A,3,7,4.0,2.4166666666666665
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 04:00:00,111.9,20.1,14,12,35,970,343,15,4.0,0,7,夏台风A,4,7,4.0,2.4583333333333335
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 05:00:00,111.8,20.2,14,12,35,970,343,15,4.0,0,7,夏台风A,5,7,4.0,2.5
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 06:00:00,111.6,20.4,14,12,35,970,343,15,4.0,0,7,夏台风A,6,7,4.0,2.5416666666666665
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 07:00:00,111.5,20.5,14,12,35,970,3403,15,4.0,0,7,夏台风A,7,7,4.0,2.5833333333333335
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 08:00:00,111.4,20.6,14,12,35,970,343,15,4.0,0,7,夏台风A,8,7,4.0,2.625
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 09:00:00,111.4,20.7,14,12,35,970,34,15,4.0,0,7,夏台风A,9,7,4.0,2.6666666666666665
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 10:00:00,111.2,20.9,14,12,35,970,34,15,4.0,0,7,夏台风A,10,7,4.0,2.7083333333333335
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 11:00:00,111.1,21.0,14,12,35,970,34,15,4.0,0,7,夏台风A,11,7,4.0,2.75
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 12:00:00,110.9,21.2,14,12,35,970,34,15,4.0,0,7,夏台风A,12,7,4.0,2.7916666666666665
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 13:00:00,110.8,21.3,14,12,35,970,34,15,4.0,0,7,夏台风A,13,7,4.0,2.8333333333333335
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 14:00:00,110.7,21.4,14,12,35,970,34,15,4.0,0,7,夏台风A,14,7,4.0,2.875
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 15:00:00,110.5,21.4,14,12,35,970,34,15,4.0,44,7,夏台风A,15,7,4.0,2.9166666666666665
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 16:00:00,110.3,21.4,14,12,33,975,343,15,4.0,44,7,夏台风A,16,7,4.0,2.9583333333333335
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 17:00:00,110.2,21.6,14,12,33,975,343,15,4.0,44,7,夏台风A,17,7,4.0,3.0
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 18:00:00,110.1,21.6,14,12,33,975,343,15,4.0,44,7,夏台风A,18,7,4.0,3.0416666666666665
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 19:00:00,110.0,21.7,313,11,30,980,343,15,4.0,44,7,夏台风C,19,7,4.0,3.0833333333333335
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 20:00:00,109.9,21.9,313,11,30,980,343,15,4.0,0,7,夏台风C,20,7,4.0,3.125
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 21:00:00,109.8,22.0,313,10,25,985,343,15,4.0,0,7,夏台风C,21,7,4.0,3.1666666666666665
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 22:00:00,109.6,22.1,13,9,23,990,343,15,4.0,45,7,夏台风D,22,7,4.0,3.2083333333333335
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-22 23:00:00,109.4,22.2,13,9,23,990,343,18,4.0,45,7,夏台风D,23,7,4.0,3.25
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-23 00:00:00,109.3,22.3,13,8,20,996,343,15,4.0,45,7,夏台风D,0,7,4.0,3.2916666666666665
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-23 01:00:00,109.1,22.4,13,8,20,996,343,15,4.0,0,7,夏台风D,1,7,4.0,3.3333333333333335
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-23 02:00:00,108.9,22.5,13,8,20,996,343,11,4.0,0,7,夏台风D,2,7,4.0,3.375
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-23 05:00:00,108.5,22.9,13,8,18,996,343,10,4.0,0,7,夏台风D,5,7,4.0,3.5
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-23 06:00:00,108.4,23.0,13,8,18,996,343,15,4.0,45,7,夏台风D,6,7,4.0,3.5416666666666665
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-23 07:00:00,108.2,23.1,13,8,18,996,343,15,4.0,0,7,夏台风D,7,7,4.0,3.5833333333333335
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-23 08:00:00,108.1,23.2,13,8,18,996,343,15,4.0,0,7,夏台风D,8,7,4.0,3.625
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-23 09:00:00,107.9,23.2,13,8,18,996,343,15,4.0,0,7,夏台风D,9,7,4.0,3.6666666666666665
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-23 10:00:00,107.8,23.2,13,8,18,997,343,15,4.0,0,7,夏台风D,10,7,4.0,3.7083333333333335
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-23 11:00:00,107.6,23.3,13,8,18,997,343,15,4.0,0,7,夏台风D,11,7,4.0,3.75
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-23 12:00:00,107.4,23.4,13,8,18,997,343,15,4.0,0,7,夏台风D,12,7,4.0,3.7916666666666665
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-23 13:00:00,107.2,23.5,13,8,18,997,343,15,4.0,45,7,夏台风D,13,7,4.0,3.8333333333333335
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-23 14:00:00,107.1,23.6,13,8,18,998,343,15,4.0,45,7,夏台风D,14,7,4.0,3.875
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-23 15:00:00,106.9,23.7,13,8,18,998,343,20,4.0,0,7,夏台风D,15,7,4.0,3.9166666666666665
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-23 16:00:00,106.7,23.7,13,8,18,998,343,20,4.0,0,7,夏台风D,16,7,4.0,3.9583333333333335
2010-07-19 17:00:00,2010-07-23 17:00:00,2010-07-23 17:00:00,106.6,23.7,12,7,16,999,343,15,4.0,0,7,夏台风D,17,7,4.0,4.0
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-08 20:00:00,124.9,23.6,13,8,18,995,4,20,3.375,0,8,夏台风D,20,8,3.375,0.375
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-08 22:00:00,125.0,23.7,13,8,18,995,4,20,3.375,0,8,夏台风D,22,8,3.375,0.4583333333333333
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-08 23:00:00,125.0,23.8,13,8,18,995,4,20,3.375,0,8,夏台风D,23,8,3.375,0.5
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 00:00:00,125.0,24.0,13,8,18,995,4,20,3.375,0,8,夏台风D,0,8,3.375,0.5416666666666666
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 01:00:00,125.1,24.2,13,8,18,995,4,20,3.375,0,8,夏台风D,1,8,3.375,0.5833333333333334
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 02:00:00,125.1,24.2,13,8,18,995,4,25,3.375,0,8,夏台风D,2,8,3.375,0.625
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 03:00:00,125.2,24.3,13,8,18,995,4,20,3.375,0,8,夏台风D,3,8,3.375,0.6666666666666666
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 04:00:00,125.2,24.7,13,8,18,995,4,20,3.375,0,8,夏台风D,4,8,3.375,0.7083333333333334
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 05:00:00,125.2,24.9,13,8,18,995,4,20,3.375,0,8,夏台风D,5,8,3.375,0.75
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 06:00:00,125.2,25.0,13,8,18,995,4,20,3.375,0,8,夏台风D,6,8,3.375,0.7916666666666666
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 07:00:00,125.2,25.2,13,8,20,990,4,20,3.375,0,8,夏台风D,7,8,3.375,0.8333333333333334
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 08:00:00,125.2,25.6,13,8,20,990,4,20,3.375,0,8,夏台风D,8,8,3.375,0.875
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 09:00:00,125.4,25.8,13,9,23,990,4,20,3.375,0,8,夏台风D,9,8,3.375,0.9166666666666666
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 10:00:00,125.4,26.0,13,9,23,990,4,20,3.375,0,8,夏台风D,10,8,3.375,0.9583333333333334
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 11:00:00,125.4,26.2,13,9,23,990,4,20,3.375,0,8,夏台风D,11,8,3.375,1.0
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 12:00:00,125.6,26.4,13,9,23,990,4,20,3.375,0,8,夏台风D,12,8,3.375,1.0416666666666667
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 13:00:00,125.6,26.7,313,10,25,985,4,25,3.375,0,8,夏台风C,13,8,3.375,1.0833333333333333
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 14:00:00,125.6,27.1,313,10,28,982,4,25,3.375,0,8,夏台风C,14,8,3.375,1.125
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 15:00:00,125.7,27.3,313,10,28,982,4,25,3.375,0,8,夏台风C,15,8,3.375,1.1666666666666667
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 16:00:00,125.7,27.6,313,10,28,982,4,25,3.375,0,8,夏台风C,16,8,3.375,1.2083333333333333
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 17:00:00,125.5,28.0,313,11,30,980,4,25,3.375,0,8,夏台风C,17,8,3.375,1.25
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 18:00:00,125.5,28.3,313,11,30,980,4,25,3.375,0,8,夏台风C,18,8,3.375,1.2916666666666667
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 19:00:00,125.4,28.5,313,11,30,980,4,20,3.375,0,8,夏台风C,19,8,3.375,1.3333333333333333
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 20:00:00,125.3,28.6,313,11,30,980,4,25,3.375,0,8,夏台风C,20,8,3.375,1.375
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 21:00:00,125.2,28.7,313,11,30,980,4,20,3.375,0,8,夏台风C,21,8,3.375,1.4166666666666667
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 22:00:00,125.2,28.8,313,11,30,980,4,20,3.375,0,8,夏台风C,22,8,3.375,1.4583333333333333
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-09 23:00:00,125.2,29.0,313,11,30,980,4,20,3.375,0,8,夏台风C,23,8,3.375,1.5
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 00:00:00,125.2,29.3,313,11,30,980,4,20,3.375,0,8,夏台风C,0,8,3.375,1.5416666666666667
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 01:00:00,125.2,29.6,313,11,30,980,4,20,3.375,0,8,夏台风C,1,8,3.375,1.5833333333333333
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 02:00:00,125.2,29.8,313,11,30,980,4,20,3.375,0,8,夏台风C,2,8,3.375,1.625
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 03:00:00,125.2,30.0,313,11,30,980,4,22,3.375,0,8,夏台风C,3,8,3.375,1.6666666666666667
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 04:00:00,125.2,30.2,313,11,30,980,4,20,3.375,0,8,夏台风C,4,8,3.375,1.7083333333333333
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 05:00:00,125.1,30.3,313,11,30,980,441,20,3.375,0,8,夏台风C,5,8,3.375,1.75
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 06:00:00,125.2,30.5,313,11,30,980,4,20,3.375,0,8,夏台风C,6,8,3.375,1.7916666666666667
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 07:00:00,125.2,30.8,313,11,30,980,4,20,3.375,0,8,夏台风C,7,8,3.375,1.8333333333333333
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 08:00:00,125.2,31.0,313,11,30,980,4,20,3.375,0,8,夏台风C,8,8,3.375,1.875
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 09:00:00,125.2,31.2,313,11,30,980,4,20,3.375,0,8,夏台风C,9,8,3.375,1.9166666666666667
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 10:00:00,125.2,31.4,313,11,30,980,4,20,3.375,0,8,夏台风C,10,8,3.375,1.9583333333333333
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 11:00:00,125.2,31.5,313,11,30,980,4,20,3.375,0,8,夏台风C,11,8,3.375,2.0
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 12:00:00,125.2,31.6,313,11,30,980,4,20,3.375,0,8,夏台风C,12,8,3.375,2.0416666666666665
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 13:00:00,125.2,31.8,313,11,30,980,4,20,3.375,0,8,夏台风C,13,8,3.375,2.0833333333333335
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 14:00:00,125.3,32.0,313,11,30,980,441,20,3.375,0,8,夏台风C,14,8,3.375,2.125
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 15:00:00,125.3,32.2,313,11,30,980,441,20,3.375,0,8,夏台风C,15,8,3.375,2.1666666666666665
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 16:00:00,125.3,32.4,313,11,30,980,441,20,3.375,0,8,夏台风C,16,8,3.375,2.2083333333333335
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 17:00:00,125.5,32.7,313,11,30,980,441,20,3.375,0,8,夏台风C,17,8,3.375,2.25
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 18:00:00,125.5,32.9,313,11,30,980,441,20,3.375,0,8,夏台风C,18,8,3.375,2.2916666666666665
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 19:00:00,125.6,33.0,313,11,30,980,441,20,3.375,0,8,夏台风C,19,8,3.375,2.3333333333333335
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 20:00:00,125.7,33.0,313,11,30,980,441,20,3.375,0,8,夏台风C,20,8,3.375,2.375
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 21:00:00,125.8,33.1,313,11,30,980,441,20,3.375,0,8,夏台风C,21,8,3.375,2.4166666666666665
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 22:00:00,126.0,33.1,313,11,30,980,41,20,3.375,0,8,夏台风C,22,8,3.375,2.4583333333333335
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-10 23:00:00,126.2,33.2,313,11,30,980,41,20,3.375,0,8,夏台风C,23,8,3.375,2.5
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-11 00:00:00,126.5,33.3,313,10,28,985,41,25,3.375,0,8,夏台风C,0,8,3.375,2.5416666666666665
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-11 01:00:00,126.7,33.6,313,10,25,988,41,25,3.375,0,8,夏台风C,1,8,3.375,2.5833333333333335
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-11 02:00:00,126.7,33.7,313,10,25,988,41,25,3.375,0,8,夏台风C,2,8,3.375,2.625
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-11 03:00:00,126.7,34.0,313,10,25,988,41,25,3.375,0,8,夏台风C,3,8,3.375,2.6666666666666665
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-11 04:00:00,126.9,34.3,313,10,25,988,41,25,3.375,0,8,夏台风C,4,8,3.375,2.7083333333333335
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-11 05:00:00,127.2,34.5,13,9,23,990,141,25,3.375,0,8,夏台风D,5,8,3.375,2.75
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-11 08:00:00,127.8,34.7,13,9,23,990,141,30,3.375,0,8,夏台风D,8,8,3.375,2.875
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-11 11:00:00,128.9,35.0,13,9,23,990,141,30,3.375,0,8,夏台风D,11,8,3.375,3.0
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-11 14:00:00,130.0,35.8,13,9,23,990,141,35,3.375,0,8,夏台风D,14,8,3.375,3.125
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-11 17:00:00,130.7,36.2,13,9,23,990,141,35,3.375,0,8,夏台风D,17,8,3.375,3.25
2010-08-08 11:00:00,2010-08-11 20:00:00,2010-08-11 20:00:00,131.3,36.4,13,9,23,990,141,35,3.375,0,8,夏台风D,20,8,3.375,3.375
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 05:00:00,111.8,16.3,12,7,16,998,343,15,2.125,0,8,夏台风D,5,8,2.125,0.25
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 08:00:00,111.2,16.1,13,8,18,996,343,15,2.125,0,8,夏台风D,8,8,2.125,0.375
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 09:00:00,111.0,15.9,13,8,18,996,343,15,2.125,0,8,夏台风D,9,8,2.125,0.4166666666666667
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 10:00:00,110.8,15.9,13,8,20,988,343,15,2.125,0,8,夏台风D,10,8,2.125,0.4583333333333333
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 11:00:00,110.4,16.1,13,8,20,988,34,15,2.125,0,8,夏台风D,11,8,2.125,0.5
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 12:00:00,110.2,16.1,13,8,20,988,34,15,2.125,0,8,夏台风D,12,8,2.125,0.5416666666666666
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 13:00:00,110.0,16.2,13,9,23,986,34,20,2.125,0,8,夏台风D,13,8,2.125,0.5833333333333334
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 14:00:00,109.9,16.3,13,9,23,986,34,15,2.125,0,8,夏台风D,14,8,2.125,0.625
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 15:00:00,109.8,16.3,13,9,23,986,34,15,2.125,0,8,夏台风D,15,8,2.125,0.6666666666666666
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 16:00:00,109.7,16.4,313,10,25,985,34,15,2.125,0,8,夏台风C,16,8,2.125,0.7083333333333334
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 17:00:00,109.6,16.4,313,10,25,985,34,15,2.125,0,8,夏台风C,17,8,2.125,0.75
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 18:00:00,109.5,16.5,313,10,25,985,34,15,2.125,0,8,夏台风C,18,8,2.125,0.7916666666666666
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 19:00:00,109.3,16.5,313,10,25,985,34,15,2.125,0,8,夏台风C,19,8,2.125,0.8333333333333334
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 20:00:00,109.2,16.6,313,10,25,985,34,15,2.125,0,8,夏台风C,20,8,2.125,0.875
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 21:00:00,109.0,16.8,313,10,25,985,34,15,2.125,0,8,夏台风C,21,8,2.125,0.9166666666666666
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 22:00:00,108.9,17.1,313,10,25,985,34,15,2.125,0,8,夏台风C,22,8,2.125,0.9583333333333334
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-23 23:00:00,108.8,17.2,313,10,25,985,34,15,2.125,0,8,夏台风C,23,8,2.125,1.0
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 00:00:00,108.6,17.3,313,10,25,985,34,15,2.125,0,8,夏台风C,0,8,2.125,1.0416666666666667
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 01:00:00,108.4,17.4,313,10,25,985,34,15,2.125,0,8,夏台风C,1,8,2.125,1.0833333333333333
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 02:00:00,108.3,17.5,313,10,25,985,34,15,2.125,0,8,夏台风C,2,8,2.125,1.125
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 03:00:00,108.2,17.6,313,10,25,985,34,15,2.125,0,8,夏台风C,3,8,2.125,1.1666666666666667
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 04:00:00,107.9,17.9,313,10,28,982,34,20,2.125,0,8,夏台风C,4,8,2.125,1.2083333333333333
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 05:00:00,107.8,18.0,313,11,30,980,34,20,2.125,0,8,夏台风C,5,8,2.125,1.25
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 06:00:00,107.5,18.2,313,11,30,980,34,20,2.125,0,8,夏台风C,6,8,2.125,1.2916666666666667
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 07:00:00,107.4,18.2,313,11,30,980,34,15,2.125,0,8,夏台风C,7,8,2.125,1.3333333333333333
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 08:00:00,107.2,18.2,313,11,30,980,34,20,2.125,0,8,夏台风C,8,8,2.125,1.375
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 09:00:00,107.1,18.4,313,11,30,980,34,20,2.125,0,8,夏台风C,9,8,2.125,1.4166666666666667
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 10:00:00,106.9,18.5,313,11,30,980,34,15,2.125,0,8,夏台风C,10,8,2.125,1.4583333333333333
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 11:00:00,106.7,18.6,313,11,30,980,34,15,2.125,0,8,夏台风C,11,8,2.125,1.5
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 12:00:00,106.6,18.6,313,11,30,980,343,15,2.125,0,8,夏台风C,12,8,2.125,1.5416666666666667
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 13:00:00,106.4,18.7,313,11,30,980,343,20,2.125,0,8,夏台风C,13,8,2.125,1.5833333333333333
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 14:00:00,106.4,18.8,313,11,30,980,343,15,2.125,0,8,夏台风C,14,8,2.125,1.625
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 15:00:00,106.2,18.8,313,11,30,980,343,15,2.125,0,8,夏台风C,15,8,2.125,1.6666666666666667
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 16:00:00,106.1,18.8,313,11,30,980,343,15,2.125,0,8,夏台风C,16,8,2.125,1.7083333333333333
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 17:00:00,106.0,18.9,313,11,30,980,343,15,2.125,0,8,夏台风C,17,8,2.125,1.75
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 18:00:00,105.9,19.0,313,11,30,980,343,15,2.125,0,8,夏台风C,18,8,2.125,1.7916666666666667
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 19:00:00,105.7,19.1,313,11,30,980,343,15,2.125,0,8,夏台风C,19,8,2.125,1.8333333333333333
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 20:00:00,105.5,19.1,313,10,25,985,343,15,2.125,0,8,夏台风C,20,8,2.125,1.875
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-24 23:00:00,105.0,19.1,13,9,23,990,343,15,2.125,0,8,夏台风D,23,8,2.125,2.0
2010-08-22 23:00:00,2010-08-25 02:00:00,2010-08-25 02:00:00,104.5,19.1,13,8,18,994,3,15,2.125,0,8,夏台风D,2,8,2.125,2.125
2010-08-28 14:00:00,2010-09-03 05:00:00,2010-08-29 02:00:00,116.3,19.3,13,8,18,1000,441,8,5.625000000000001,0,8,夏台风D,2,8,5.625,0.5
2010-08-28 14:00:00,2010-09-03 05:00:00,2010-08-29 03:00:00,116.3,19.4,13,8,18,1000,441,8,5.625000000000001,0,8,夏台风D,3,8,5.625,0.5416666666666666
2010-08-28 14:00:00,2010-09-03 05:00:00,2010-08-29 04:00:00,116.3,19.4,13,8,18,1000,441,8,5.625000000000001,0,8,夏台风D,4,8,5.625,0.5833333333333334
2010-08-28 14:00:00,2010-09-03 05:00:00,2010-08-29 05:00:00,116.3,19.5,13,8,20,998,441,8,5.625000000000001,0,8,夏台风D,5,8,5.625,0.625
2010-08-28 14:00:00,2010-09-03 05:00:00,2010-08-29 06:00:00,116.3,19.5,13,8,20,998,441,8,5.625000000000001,0,8,夏台风D,6,8,5.625,0.6666666666666666
2010-08-28 14:00:00,2010-09-03 05:00:00,2010-08-29 07:00:00,116.3,19.6,13,8,20,998,441,8,5.625000000000001,0,8,夏台风D,7,8,5.625,0.7083333333333334
2010-08-28 14:00:00,2010-09-03 05:00:00,2010-08-29 08:00:00,116.2,19.6,13,8,20,998,4,8,5.625000000000001,0,8,夏台风D,8,8,5.625,0.75
2010-08-28 14:00:00,2010-09-03 05:00:00,2010-08-29 09:00:00,116.1,19.7,13,8,20,998,4,10,5.625000000000001,0,8,夏台风D,9,8,5.625,0.7916666666666666
2010-08-28 14:00:00,2010-09-03 05:00:00,2010-08-29 10:00:00,116.0,19.8,13,8,20,998,4,10,5.625000000000001,0,8,夏台风D,10,8,5.625,0.8333333333333334
2010-08-28 14:00:00,2010-09-03 05:00:00,2010-08-29 11:00:00,116.0,19.8,13,9,23,995,4,8,5.625000000000001,0,8,夏台风D,11,8,5.625,0.875
2010-08-28 14:00:00,2010-09-03 05:00:00,2010-08-29 12:00:00,116.0,19.9,13,9,23,995,4,10,5.625000000000001,0,8,夏台风D,12,8,5.625,0.9166666666666666
2010-08-28 14:00:00,2010-09-03 05:00:00,2010-08-29 13:00:00,116.0,19.9,13,9,23,995,4,5,5.625000000000001,0,8,夏台风D,13,8,5.625,0.9583333333333334
2010-08-28 14:00:00,2010-09-03 05:00:00,2010-08-29 14:00:00,116.0,20.0,13,9,23,995,4,8,5.625000000000001,0,8,夏台风D,14,8,5.625,1.0
2010-08-28 14:00:00,2010-09-03 05:00:00,2010-08-29 15:00:00,116.1,20.1,13,9,23,995,441,10,5.625000000000001,0,8,夏台风D,15,8,5.625,1.0416666666666667
